Id,FiscalYear,FiscalPeriod,Month,InformationDate,Branch,Service,SscClient,MetricName,Value,MetricType
6769,2020-2021,1,April,4/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),44.7,Non Cumulative
6770,2020-2021,1,April,4/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
6771,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6772,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6773,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),383,Non Cumulative
6774,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6775,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6776,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
6777,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),190.5,Non Cumulative
6778,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
6779,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6780,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
6781,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1112.98,Non Cumulative
6782,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
6783,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6784,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),800,Non Cumulative
6785,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),45.5,Non Cumulative
6786,2020-2021,2,May,5/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
6787,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6788,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6789,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),430,Non Cumulative
6790,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6791,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6792,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
6793,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),190.9,Non Cumulative
6794,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
6795,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6796,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
6797,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1102.85,Non Cumulative
6798,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
6799,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6800,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),800,Non Cumulative
6801,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),105.39,Non Cumulative
6802,2020-2021,3,June,6/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
6803,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6804,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6805,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),415,Non Cumulative
6806,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6807,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6808,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
6809,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),195.3,Non Cumulative
6810,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
6811,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6812,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
6813,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1071,Non Cumulative
6814,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
6815,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6816,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),800,Non Cumulative
6817,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),105,Non Cumulative
6818,2020-2021,4,July,7/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
6819,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6820,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6821,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),473,Non Cumulative
6822,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6823,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6824,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
6825,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),199.1,Non Cumulative
6826,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
6827,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6828,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
6829,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1082.97,Non Cumulative
6830,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
6831,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6832,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),800,Non Cumulative
6833,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),111.1,Non Cumulative
6834,2020-2021,5,August,8/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
6835,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6836,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6837,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),473,Non Cumulative
6838,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6839,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6840,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
6841,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),218,Non Cumulative
6842,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
6843,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6844,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
6845,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1102,Non Cumulative
6846,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
6847,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6848,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),800,Non Cumulative
6849,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),125,Non Cumulative
6850,2020-2021,6,September,9/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
6851,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6852,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6853,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),483,Non Cumulative
6854,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6855,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6856,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
6857,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),203,Non Cumulative
6858,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
6859,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6860,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
6861,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1102,Non Cumulative
6862,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
6863,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6864,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),800,Non Cumulative
6865,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),142,Non Cumulative
6866,2020-2021,7,October,10/31/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
6867,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6868,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6869,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),479,Non Cumulative
6870,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6871,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6872,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
6873,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),197.1,Non Cumulative
6874,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
6875,2020-2021,8,November,11/30/2020,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
